-4.451227340124916942e-01,2.829195780528011572e-01,-8.353600433148328230e-02,5.340000000000000302e-01
-5.384818093109917658e-01,3.422585157717406568e-01,-1.010566644159891503e-01,6.460000000000000187e-01
-5.842102491259237862e-01,3.770753213965289397e-01,-1.101298633883225214e-01,7.039999999999999591e-01
-5.245420119188741737e-01,3.385627828786315630e-01,-1.213545210594824952e-01,6.360000000000000098e-01
-6.107652604498292614e-01,3.942151087327347425e-01,-1.151357662696099182e-01,7.359999999999999876e-01
-6.371077550402609591e-01,4.175471720313331248e-01,-1.480677804121987851e-01,7.760000000000000231e-01
-6.459981493840484257e-01,4.233737515810628849e-01,-1.223317516614605416e-01,7.820000000000000284e-01
-5.196723819113443499e-01,3.405824709136629491e-01,-7.629020897162232251e-02,6.260000000000000009e-01
-6.469599368192340272e-01,4.240040870627455050e-01,-1.503574883567173059e-01,7.880000000000000338e-01
-6.674763487241829329e-01,4.374501167231442667e-01,-1.263990477525065437e-01,8.080000000000000515e-01
-6.093283200046752945e-01,3.993411080680967506e-01,-8.945209805937824610e-02,7.339999999999999858e-01
-6.865561020107698864e-01,4.499545902048183721e-01,-7.181633202407033956e-02,8.240000000000000657e-01
-6.800215451894089380e-01,4.523186447074991068e-01,-1.587530841532852899e-01,8.320000000000000728e-01
-6.957337317324404635e-01,4.627696590508106889e-01,-1.323435574240353074e-01,8.459999999999999742e-01
-6.545286502361755687e-01,4.353619588841030064e-01,-9.652051997687680074e-02,7.920000000000000373e-01
-6.950899585225881472e-01,4.623414511096956558e-01,-7.303651242253754450e-02,8.379999999999999671e-01
-6.335955926390856030e-01,4.214382643940078887e-01,-3.987999865712319597e-02,7.620000000000000107e-01
-4.445574337690167410e-01,2.956988897771429259e-01,-9.319585037509394917e-03,5.340000000000000302e-01
-7.029068856525139131e-01,4.675409067890013981e-01,-1.640957360238285423e-01,8.599999999999999867e-01
-7.088918164933377675e-01,4.715218039028354902e-01,-1.348465088646789989e-01,8.619999999999999885e-01
-6.941970532807922867e-01,4.617475321498061835e-01,-1.023702484603238733e-01,8.399999999999999689e-01
-5.032967421043186285e-01,3.347695405899481780e-01,9.573789260462128858e-02,6.119999999999999885e-01
-6.502989588087221273e-01,4.325485652386651947e-01,-6.833010231416400404e-02,7.840000000000000302e-01
-6.468994371039483715e-01,4.302873618091051511e-01,-4.071737395701029855e-02,7.780000000000000249e-01
-5.611080718358002484e-01,3.732229432767684707e-01,-1.176292193872908835e-02,6.740000000000000435e-01
